Year/Month,SMA Milk Price,WMA Milk Price,EMA Milk Price,Milk Price (1 month before),Milk Price (2 month before),Milk Price (3 month before),Milk Price
2013/04,0.3275333333333333,0.3277,0.32694999999999996,0.3282,0.3272,0.3272,0.3262
2013/05,0.3272,0.32703333333333334,0.32657499999999995,0.3262,0.3282,0.3272,0.3262
2013/06,0.32686666666666664,0.3265333333333333,0.3278374999999999,0.3262,0.3262,0.3282,0.3290999999999999
2013/07,0.3271666666666666,0.32764999999999994,0.33186874999999993,0.3290999999999999,0.3262,0.3262,0.3359
2013/08,0.33039999999999997,0.33201666666666657,0.33533437499999996,0.3359,0.3290999999999999,0.3262,0.3388
2013/09,0.33459999999999995,0.3362166666666666,0.34241718749999994,0.3388,0.3359,0.3290999999999999,0.3495
2013/10,0.3414,0.34366666666666673,0.35615859375,0.3495,0.3388,0.3359,0.3699
2013/11,0.3527333333333333,0.35791666666666666,0.366429296875,0.3699,0.3495,0.3388,0.3767
2013/12,0.3653666666666667,0.36989999999999995,0.3744646484375,0.3767,0.3699,0.3495,0.3825
2014/01,0.3763666666666667,0.3784666666666667,0.37803232421874994,0.3825,0.3767,0.3699,0.3815999999999999
2014/02,0.3802666666666666,0.3810833333333332,0.37831616210937496,0.3815999999999999,0.3825,0.3767,0.3786
2014/03,0.38089999999999996,0.3802499999999999,0.3789580810546875,0.3786,0.3815999999999999,0.3825,0.3796
2014/04,0.3799333333333333,0.37959999999999994,0.36862904052734374,0.3796,0.3786,0.3815999999999999,0.3583
2014/05,0.3721666666666667,0.3687833333333333,0.36151452026367187,0.3583,0.3796,0.3786,0.3544
2014/06,0.36410000000000003,0.35989999999999994,0.35795726013183593,0.3544,0.3583,0.3796,0.3544
2014/07,0.35569999999999996,0.35505000000000003,0.34887863006591796,0.3544,0.3544,0.3583,0.3398
2014/08,0.3495333333333333,0.3471,0.343389315032959,0.3398,0.3544,0.3544,0.3379
2014/09,0.34403333333333325,0.3412833333333333,0.3420946575164795,0.3379,0.3398,0.3544,0.3408
2014/10,0.33949999999999997,0.33966666666666673,0.3365973287582398,0.3408,0.3379,0.3398,0.3311
2014/11,0.3366,0.33546666666666664,0.33384866437911986,0.3311,0.3408,0.3379,0.3311
2014/12,0.3343333333333333,0.3327166666666667,0.33392433218955997,0.3311,0.3311,0.3408,0.334
2015/01,0.3320666666666667,0.33255,0.32616216609478,0.334,0.3311,0.3311,0.3184
2015/02,0.32783333333333337,0.3257166666666667,0.32183108304739,0.3184,0.334,0.3311,0.3175
2015/03,0.32330000000000003,0.32055000000000006,0.31771554152369497,0.3175,0.3184,0.334,0.3136
2015/04,0.3165,0.31570000000000004,0.30935777076184745,0.3136,0.3175,0.3184,0.301
2015/05,0.3107,0.30795,0.30322888538092374,0.301,0.3136,0.3175,0.2971
2015/06,0.3039,0.30115,0.2987144426904619,0.2971,0.301,0.3136,0.2942
2015/07,0.2974333333333333,0.2963,0.29350722134523094,0.2942,0.2971,0.301,0.2883
2015/08,0.29319999999999996,0.29173333333333334,0.2919036106726155,0.2883,0.2942,0.2971,0.2903
2015/09,0.2909333333333333,0.29028333333333334,0.29350180533630776,0.2903,0.2883,0.2942,0.2951
2015/10,0.2912333333333333,0.29236666666666666,0.29675090266815385,0.2951,0.2903,0.2883,0.3
2015/11,0.2951333333333333,0.29675,0.2988754513340769,0.3,0.2951,0.2903,0.301
2015/12,0.29869999999999997,0.29968333333333336,0.29993772566703847,0.301,0.3,0.2951,0.301
2016/01,0.30066666666666664,0.30083333333333334,0.29946886283351926,0.301,0.301,0.3,0.299
2016/02,0.30033333333333334,0.3,0.29828443141675964,0.299,0.301,0.301,0.2971
2016/03,0.2990333333333333,0.29838333333333333,0.29624221570837983,0.2971,0.299,0.301,0.2942
2016/04,0.2967666666666667,0.29596666666666666,0.2927711078541899,0.2942,0.2971,0.299,0.2893
2016/05,0.2935333333333333,0.29223333333333334,0.28813555392709495,0.2893,0.2942,0.2971,0.2835
2016/06,0.289,0.2872166666666667,0.2838677769635475,0.2835,0.2893,0.2942,0.2796
2016/07,0.28413333333333335,0.2825166666666667,0.2807838884817737,0.2796,0.2835,0.2893,0.2777
2016/08,0.28026666666666666,0.2793,0.2811919442408869,0.2777,0.2796,0.2835,0.2816
2016/09,0.27963333333333334,0.27996666666666664,0.28429597212044344,0.2816,0.2777,0.2796,0.2874
2016/10,0.28223333333333334,0.28385,0.2906979860602217,0.2874,0.2816,0.2777,0.2971
2016/11,0.28869999999999996,0.29128333333333334,0.29729899303011087,0.2971,0.2874,0.2816,0.3039
2016/12,0.29613333333333336,0.29888333333333333,0.30059949651505546,0.3039,0.2971,0.2874,0.3039
2017/01,0.30163333333333336,0.3027666666666667,0.30369974825752777,0.3039,0.3039,0.2971,0.3068
2017/02,0.3048666666666667,0.30535,0.3052498741287639,0.3068,0.3039,0.3039,0.3068
2017/03,0.30583333333333335,0.3063166666666667,0.30507493706438193,0.3068,0.3068,0.3039,0.3049
2017/04,0.3061666666666667,0.30585,0.304487468532191,0.3049,0.3068,0.3068,0.3039
2017/05,0.30519999999999997,0.3047166666666667,0.30369373426609547,0.3039,0.3049,0.3068,0.3029
2017/06,0.3039,0.3035666666666667,0.3023468671330477,0.3029,0.3039,0.3049,0.301
2017/07,0.3026,0.30211666666666664,0.3016734335665239,0.301,0.3029,0.3039,0.301
2017/08,0.30163333333333336,0.3013166666666667,0.3042367167832619,0.301,0.301,0.3029,0.3068
2017/09,0.30293333333333333,0.3039,0.30841835839163095,0.3068,0.301,0.301,0.3126
2017/10,0.3068,0.30873333333333336,0.31340917919581546,0.3126,0.3068,0.301,0.3184
2017/11,0.3126,0.31453333333333333,0.31930458959790775,0.3184,0.3126,0.3068,0.3252
2017/12,0.3187333333333333,0.32083333333333336,0.32180229479895384,0.3252,0.3184,0.3126,0.3243
2018/01,0.3226333333333333,0.32361666666666666,0.3206011473994769,0.3243,0.3252,0.3184,0.3194
2018/02,0.3229666666666667,0.322,0.32000057369973844,0.3194,0.3243,0.3252,0.3194
2018/03,0.32103333333333334,0.32021666666666665,0.3173002868498692,0.3194,0.3194,0.3243,0.3146
2018/04,0.3178,0.317,0.3130001434249346,0.3146,0.3194,0.3194,0.3087
2018/05,0.3142333333333333,0.31244999999999995,0.3099000717124673,0.3087,0.3146,0.3194,0.3068
2018/06,0.3100333333333333,0.30873333333333336,0.30690003585623366,0.3068,0.3087,0.3146,0.3039
2018/07,0.30646666666666667,0.3056666666666667,0.30490001792811683,0.3039,0.3068,0.3087,0.3029
2018/08,0.3045333333333333,0.30388333333333334,0.30490000896405844,0.3029,0.3039,0.3068,0.3049
