Year/Month,SMA Tomatoes Price,WMA Tomatoes Price,EMA Tomatoes Price,Tomatoes Price (1 month before),Tomatoes Price (2 month before),Tomatoes Price (3 month before),Tomatoes Price
2013/04,1.218027,1.2429629444444446,1.228633541666667,1.2803206666666669,1.2430553333333334,1.130705,1.223666666666667
2013/05,1.2490142222222225,1.2457827777777781,1.1675266041666668,1.223666666666667,1.2803206666666669,1.2430553333333334,1.1064196666666666
2013/06,1.2034690000000001,1.1744855,0.97302996875,1.1064196666666666,1.223666666666667,1.2803206666666669,0.7785333333333333
2013/07,1.0362065555555555,0.9620176666666667,0.8004654843750001,0.7785333333333333,1.1064196666666666,1.223666666666667,0.627901
2013/08,0.837618,0.7578648888888889,0.8172327421875001,0.627901,0.7785333333333333,1.1064196666666666,0.834
2013/09,0.7468114444444445,0.756055888888889,0.8872163710937501,0.834,0.627901,0.7785333333333333,0.9572
2013/10,0.8063670000000002,0.8612501666666666,0.994657685546875,0.9572,0.834,0.627901,1.102099
2013/11,0.964433,1.0091161666666666,1.1000373427734376,1.102099,0.9572,0.834,1.205417
2013/12,1.0882386666666666,1.1296081666666666,1.301352004720052,1.205417,1.102099,0.9572,1.5026666666666666
2014/01,1.2700608888888887,1.3368221666666666,1.3316093356933594,1.5026666666666666,1.205417,1.102099,1.3618666666666668
2014/02,1.356650111111111,1.3827250555555555,1.250442501180013,1.3618666666666668,1.5026666666666666,1.205417,1.1692756666666666
2014/03,1.344603,1.2890378333333332,1.2754457505900065,1.1692756666666666,1.3618666666666668,1.5026666666666666,1.3004490000000002
2014/04,1.2771971111111113,1.2669608333333333,1.1757678752950032,1.3004490000000002,1.1692756666666666,1.3618666666666668,1.07609
2014/05,1.1819382222222223,1.1664072777777779,1.0021432709808349,1.07609,1.3004490000000002,1.1692756666666666,0.8285186666666666
2014/06,1.0683525555555555,0.9896975,0.8597716354904175,0.8285186666666666,1.07609,1.3004490000000002,0.7174
2014/07,0.874002888888889,0.8142212222222222,0.8022623177452086,0.7174,0.8285186666666666,1.07609,0.7447529999999999
2014/08,0.7635572222222221,0.7495962777777777,0.8392081588726044,0.7447529999999999,0.7174,0.8285186666666666,0.876154
2014/09,0.7794356666666666,0.8058946666666666,0.9875527461029687,0.876154,0.7447529999999999,0.7174,1.135897333333333
2014/10,0.9189347777777778,0.9841254999999999,1.2254738730514845,1.135897333333333,0.876154,0.7447529999999999,1.463395
2014/11,1.158482111111111,1.256355611111111,1.3526702698590753,1.463395,1.135897333333333,0.876154,1.4798666666666664
2014/12,1.3597196666666667,1.4170478888888887,1.2193283015962044,1.4798666666666664,1.463395,1.135897333333333,1.0859863333333333
2015/01,1.3430826666666666,1.280181222222222,1.3044026507981021,1.0859863333333333,1.4798666666666664,1.463395,1.389477
2015/02,1.3184433333333334,1.3033783888888888,1.2600138253990512,1.389477,1.0859863333333333,1.4798666666666664,1.215625
2015/03,1.2303627777777777,1.251969222222222,1.1608722460328589,1.215625,1.389477,1.0859863333333333,1.0617306666666666
2015/04,1.2222775555555556,1.1676531666666665,1.2712692896830962,1.0617306666666666,1.215625,1.389477,1.3816663333333334
2015/05,1.2196740000000001,1.2473475555555555,1.238834644841548,1.3816663333333334,1.0617306666666666,1.215625,1.2064
2015/06,1.216599,1.2407105555555555,1.0279839890874407,1.2064,1.3816663333333334,1.0617306666666666,0.8171333333333334
2015/07,1.1350665555555557,1.0409777222222223,0.9280243278770537,0.8171333333333334,1.2064,1.3816663333333334,0.8280646666666667
